label,value,exp_grp,treatment
02.50mT cells,108.65301219379252,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,97.85070963671352,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,86.61366749872434,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,107.78236222204274,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,155.11007200474003,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,88.12923024107548,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,108.46535572869757,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,137.45862957220916,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,68.82187956177022,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,180.56887401093812,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,157.76338808634588,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,111.33849382644595,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,79.24403721816441,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,173.75573683985283,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,86.17153256670946,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,85.31024110683423,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,179.30935553855613,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,214.30888189173768,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,151.21964893307853,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,109.1907280720303,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,123.54592531639857,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,149.33875540388402,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,80.3608796050463,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,108.5826790250066,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,152.10952963876846,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,216.29589416294712,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,189.029612980209,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,195.1410984491459,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,147.24375357803927,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,146.06300630749178,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,89.27754224911278,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,52.82935814544293,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,164.61965396070792,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,74.09594399761718,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,194.59225077177086,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,125.12295329820007,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,193.21331075170517,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,92.4444905024762,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,185.78207012163685,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,119.50169343465215,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,116.80768365729202,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,72.2162666941128,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,131.8225068284832,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,96.98811141837629,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,201.24413889337512,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,149.2534725716169,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,156.4504937927291,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,156.7431984336472,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,101.12695003466101,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,43.292131038448076,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,69.30122338560146,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,166.37375905635608,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,69.11725379271323,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,143.47730468362622,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,111.70383851240116,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,87.89776764772225,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,114.69573216211536,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,73.88945234486705,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,67.96552852953599,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,64.34729986160063,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,176.15729954868567,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,159.28941473771044,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,93.48537979311074,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,149.6453711706515,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,216.6135353632829,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,122.448637717213,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,115.47018884745373,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,134.15854130235712,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,117.24288517842272,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,168.75965790625472,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,155.0443891425932,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,137.77320179523957,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,216.27234662663403,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,171.97327741573213,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,64.34729986160063,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,168.45759992667982,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.0285881987014,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,105.34493757135023,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,187.59621802285858,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,111.01783096888704,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,114.9839964191971,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,207.572700984108,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,163.43979212096338,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,99.27171841088558,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,86.6724484131922,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,144.71435323354748,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,114.7179320524156,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.24499490197077,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,214.73621807261262,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,162.5492757053814,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,136.7528516451122,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,222.92843226045184,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,140.19174587874986,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,100.06375857320832,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,105.56226833259194,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,215.31650726987172,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,61.680140723483,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,58.45831795449796,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,137.42157373393718,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,116.87306719650522,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,149.91739206531406,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,136.62244224803436,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,183.27045367465425,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,78.04599914161531,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,169.28696250124833,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,187.24295475084625,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,180.99145561861823,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,139.20742031540263,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,117.28631651355879,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,203.8341306646113,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,69.52134428946752,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,155.79807020894432,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,125.69151232710146,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,163.99973214302997,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,202.00193298499025,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,138.01327323572193,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,170.261909875727,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,91.11268754500256,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,203.9215622023586,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,144.7847224831395,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,172.0768980786234,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.40697438826295,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,159.92759603845718,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.16390067077549,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,165.9753318716067,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,158.29514913726194,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,150.6798180305426,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,129.1883274618435,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,96.83044979462679,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,128.15923738491736,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,152.17647925892862,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,161.38583620349863,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,140.98870796062133,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,294.78136380898536,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,93.23990353626331,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,132.51611147701007,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,138.95108656057357,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,181.58141769041725,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,55.325110623868895,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,57.88926050437117,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,228.88024779037517,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,144.94292838262302,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,98.52501351971935,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,100.26714040616119,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,109.60970916903757,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,72.4275287740019,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,174.26792481986786,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,151.27015931101658,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,240.16192740836937,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,56.4640754818216,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,156.59691450216775,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,118.73208597219086,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,133.20610457268552,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,63.990142802374535,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,171.26104680434256,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,118.08691499882408,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,150.39224472251033,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,96.01174044814822,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,63.7908581614449,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,60.513113708173435,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,68.52523214833555,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,85.8755113120502,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,68.45086942198323,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,89.56231982162771,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,252.26278450430104,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.27201081048096,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,129.2868467528047,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,74.43882386690045,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,199.4136842374881,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,107.64051215546115,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,135.63098813447328,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,116.80768365729202,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,155.84709671780212,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,148.2949541173459,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,147.9339085365758,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,74.1303033521175,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,67.06028684701994,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,46.46949825284146,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,125.42785900567571,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,107.97120575225206,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,240.14072012081792,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,192.9495381908341,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,157.13262312933068,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,183.5342621842403,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,137.56973719878752,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,214.43954718674243,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,49.853421059372025,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,159.95943826794908,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,144.7671333775066,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,132.41999475189792,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,128.39745178636096,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,26.414679072721466,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,80.39256140387421,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,5.970821321441847,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,10.34176589165282,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,12.964089628857147,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,128.8923177683775,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,147.96833178510144,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,55.04825261958537,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,113.08588765765593,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,167.03061068030883,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,214.68877828012558,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,179.19570675164292,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,176.97935698969246,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,39.218278519589255,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,32.31186201200472,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,90.10091751603531,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,98.2402959538118,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,117.06899871242297,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,129.26714890142924,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,128.41728304013375,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,244.9700516848084,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,133.1678654145637,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,169.42228984554987,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,113.33331605176089,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,106.35534831604471,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,138.8227421898567,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,174.5453403171307,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,223.32787431569255,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,122.01113374214472,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,325.0045424778385,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,174.18022813152317,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,128.63522504888843,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,114.22853782853892,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,222.32219665750648,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,237.84990950528598,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,89.61916674567671,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,112.9281509636432,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,405.33792180429583,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,149.84943313522854,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,262.9389801439097,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,193.50304527725567,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,177.32434631707955,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,94.62251570624016,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,53.83208340587637,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,51.114455350678966,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,334.5715585864055,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,216.5429886962553,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,109.70259876975,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,209.05184556346242,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,97.56402429399924,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,108.30088959053069,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,110.97194634987032,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,157.84407309550036,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,125.56989496690781,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,228.5128009733339,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,129.5819552096947,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,150.51072380374768,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,108.3244000411692,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,142.42630524843582,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,297.48149743685366,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,143.74328273683685,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,259.68415286141965,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,102.37825908004034,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,140.6451192434543,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,102.3285005064668,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,41.42857596276994,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,158.58444907243882,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,130.36564517972116,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,141.13312664940463,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,139.755123756653,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,161.66960559834192,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,134.06360212034272,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,118.96777201946782,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,168.39712331373582,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,147.1745600809956,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,200.62315042927614,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,197.95257065461246,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,140.11907000767673,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,102.1790793990058,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,87.19969358408545,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,187.28374990469482,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,163.65777422123546,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,130.8725271238292,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,108.93389076376423,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,213.29649648429958,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,210.13316590061515,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,78.27406140775885,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
02.50mT cells,126.62003138249956,20190719-co-culture,T Cell Co-Culture Titration (Peptide Pulsed)
