,exp_grp,exp_name,exp_has_peptide,exp_sta_conc,exp_cell_count,exp_rep,xbin,value
207,20190719-co-culture,10.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,10.00mT,r1,08,3.4279698137010035
208,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,00,3.7517150118249294
209,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,01,3.9483558508547545
210,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,02,3.763383496782437
211,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,03,3.6485687910303533
212,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,04,3.4778298951786963
213,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,05,3.210542852739398
214,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,06,3.083688717078505
215,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,07,2.9830985245421906
216,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,08,2.910791451420327
217,20190719-co-culture,10.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,10.00mT,r2,09,3.0912055587796807
218,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,00,3.695433534953247
219,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,01,3.592374000600538
220,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,02,3.533292565503961
221,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,03,3.4174442619609042
222,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,04,3.377889301110746
223,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,05,3.4418158556870795
224,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,06,3.4708642921840425
225,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,07,3.558356751202513
226,20190719-co-culture,10.0mT-wp-0uMsta-XY02-4,w/ Peptide,0.000uM,10.00mT,r4,08,3.458462325868095
227,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,00,3.972172034950682
228,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,01,3.8546147676612894
229,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,02,3.7450419472805665
230,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,03,3.6336328792897286
231,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,04,3.5649907627077764
232,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,05,3.508050142866587
233,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,06,3.4742582468783727
234,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,07,3.4681320390591455
235,20190719-co-culture,10.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,10.00mT,r3,08,3.4596222139078456
236,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,00,3.463145870195551
237,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,04,3.1211259735604178
238,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,05,3.0692066521907755
239,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,06,3.047585370109697
240,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,07,3.057734745691325
241,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,08,3.2126512870887955
242,20190719-co-culture,20.0mT-np-0uMsta-XY01-1,No Peptide,0.000uM,20.00mT,r1,09,2.933219446494771
243,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,00,3.194620107227989
244,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,01,3.236576449216472
245,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,02,3.0391764400017256
246,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,03,3.037507838829778
247,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,04,3.02171675595022
248,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,05,3.0733144356393716
249,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,06,2.9605799752731423
250,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,07,3.0172591091870666
251,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,08,3.0381671766623115
252,20190719-co-culture,20.0mT-np-0uMsta-XY02-2,No Peptide,0.000uM,20.00mT,r2,09,2.8984732770347854
253,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,01,3.131939748278602
254,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,02,3.0788979638108684
255,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,03,3.012464878787914
256,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,04,2.9662078651201753
257,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,05,2.862828910263021
258,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,06,2.928788195609539
259,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,07,3.0132118807854025
260,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,08,2.9391128377487528
261,20190719-co-culture,20.0mT-np-0uMsta-XY03-3,No Peptide,0.000uM,20.00mT,r3,09,2.885846615530964
262,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,00,3.365057276960267
263,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,01,3.1615289789420142
264,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,02,2.6013651601196885
265,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,03,2.764304986406195
266,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,04,2.521642476964221
267,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,05,2.55163308403269
268,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,06,2.5907928917509415
269,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,07,3.033738836907626
270,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,08,3.370150116728939
271,20190719-co-culture,20.0mT-wp-0uMsta-XY01-1,w/ Peptide,0.000uM,20.00mT,r1,09,3.3848052225416616
272,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,00,3.6589896161668043
273,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,01,3.461491800291412
274,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,02,3.3236369826488588
275,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,03,3.267696597653008
276,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,04,3.2155879483895586
277,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,05,3.1844942082389
278,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,06,3.2631607204550743
279,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,07,3.3003450001306227
280,20190719-co-culture,20.0mT-wp-0uMsta-XY01-4,w/ Peptide,0.000uM,20.00mT,r4,08,3.443013953755853
281,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,00,3.372858723088378
282,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,01,3.64866774151831
283,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,02,3.372087695768872
284,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,03,3.357959844777496
285,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,04,3.3360489580069754
286,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,05,3.2929093189835363
287,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,06,3.309767331204438
288,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,07,3.4605497620846215
289,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,08,3.366031135237079
290,20190719-co-culture,20.0mT-wp-0uMsta-XY02-2,w/ Peptide,0.000uM,20.00mT,r2,09,3.489199839607365
291,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,00,3.6659170949690747
292,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,01,3.578805020054112
293,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,02,3.4649958045363465
294,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,03,3.3846201867533283
295,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,04,3.282781146160809
296,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,05,3.2254840592142497
297,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,06,3.2949788037066146
298,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,07,3.3329134178923927
299,20190719-co-culture,20.0mT-wp-0uMsta-XY03-3,w/ Peptide,0.000uM,20.00mT,r3,08,3.4165729334239345
300,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,00,3.2187613680907097
301,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,01,3.182476442703165
302,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,02,3.1265903014724405
303,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,03,3.0961621889189135
304,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,04,3.1530120500392256
305,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,05,3.156887583584977
306,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,06,3.0645886450529463
307,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,07,3.2155178136638556
308,20190822-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,08,3.125805663746853
309,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,01,3.154394770707827
310,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,02,3.115367926532328
311,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,03,3.0490157519108627
312,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,04,2.97028391919461
313,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,05,2.9386256189067117
314,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,06,2.9106412837381925
315,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,07,2.9194541569086834
316,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,08,2.940672668596373
317,20190822-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,09,2.9903142406876704
318,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,01,2.880069431574016
319,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,02,2.8445738242782954
320,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,03,2.8651543180282157
321,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,04,2.7522839889387765
322,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,05,2.914584669833913
323,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,06,2.7692511004305427
324,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,07,2.847702618048667
325,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,08,2.899400933573787
326,20190822-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,09,3.0503107080503273
327,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,00,3.515415006111644
328,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,01,3.3719446151064574
329,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,02,3.331067334571951
330,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,03,3.2411650008662094
331,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,04,3.2035793003097663
332,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,05,3.1450192442189873
333,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,06,3.1890282770488225
334,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,07,3.315839423009547
335,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,08,3.3267250998419864
336,20190822-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,09,3.481516798779144
337,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,01,3.6120613281389633
338,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,02,3.1628814828642158
339,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,03,3.2602536419316315
340,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,04,3.34827803928215
341,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,05,3.434742892701433
342,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,06,3.3091950749260803
343,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,07,3.5222059973333573
344,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,08,3.328037746101088
345,20190822-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,09,3.655039845686389
346,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,00,3.791691721402394
347,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,01,3.714023960451934
348,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,02,3.609351175106144
349,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,03,3.5690376287838266
350,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,04,3.6047440476082344
351,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,05,3.6054039331174135
352,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,06,3.6817985579873924
353,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,07,3.6226163151181714
354,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,08,3.8157901947045407
355,20190822-co-culture,0000kT-4uM-np-XY03-3,No Peptide,4.000uM,00.00mT,r3,09,3.7429337088046535
356,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,00,3.169063693359378
357,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,01,3.447553715966386
358,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,02,3.3906005722265258
359,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,03,3.364500736647174
360,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,04,3.3626640720246925
361,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,05,3.429204677280451
362,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,06,3.156724593410482
363,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,07,3.3559974258724536
364,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,08,3.202099627858812
365,20190822-co-culture,0250kT-0uM-np-XY07-1,No Peptide,0.000uM,00.25mT,r1,09,3.528539331195352
366,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,01,3.600974739854174
367,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,02,3.392575182149716
368,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,03,3.4753833177286326
369,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,04,3.4071413851739054
370,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,05,3.3854852415404064
371,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,06,3.262850253824965
372,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,07,3.380738021482176
373,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,08,3.4261104520449206
374,20190822-co-culture,0250kT-0uM-np-XY08-2,No Peptide,0.000uM,00.25mT,r2,09,3.377495518042182
375,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,00,3.2537851206152224
376,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,01,3.355198014908849
377,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,02,3.4472506892898673
378,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,03,3.3235878029445973
379,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,04,3.1787509236972236
380,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,05,3.326277583347515
381,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,06,3.192860361607477
382,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,07,3.4050608727956453
383,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,08,3.4376141766887067
384,20190822-co-culture,0250kT-0uM-np-XY09-3,No Peptide,0.000uM,00.25mT,r3,09,3.5875759645842957
385,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,00,3.597326258996975
386,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,01,3.5128145353712656
387,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,02,3.298756037791313
388,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,03,3.2543779485380044
389,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,04,3.2745931805888024
390,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,05,3.283342709983553
391,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,06,3.2364878357704208
392,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,07,3.2419489154823915
393,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,08,3.3237669584547973
394,20190822-co-culture,0250kT-0uM-wp-XY04-1,w/ Peptide,0.000uM,00.25mT,r1,09,3.3110271960023128
395,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,01,3.5689138041822197
396,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,02,3.603754486593379
397,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,03,3.4428243586282172
398,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,04,3.3867371544588796
399,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,05,3.3214745289402248
400,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,06,3.261211371897002
401,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,07,3.3034527420174764
402,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,08,3.306660314051037
403,20190822-co-culture,0250kT-0uM-wp-XY05-2,w/ Peptide,0.000uM,00.25mT,r2,09,3.2941709539042017
404,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,00,3.4099719473937435
405,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,01,3.4715664807944857
406,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,02,3.2499050343418685
407,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,03,3.2282230989537046
408,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,04,3.2478248393353435
409,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,05,3.1975412847477176
410,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,06,3.2625987407815074
411,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,07,3.239549958876202
412,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,08,3.2105095748411867
413,20190822-co-culture,0250kT-0uM-wp-XY06-3,w/ Peptide,0.000uM,00.25mT,r3,09,3.5359113466353733
414,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,02,3.143493849309453
415,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,03,3.0833431996337635
416,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,04,3.0065170548095344
417,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,05,2.9560233087013352
418,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,06,2.8507039304399813
419,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,07,2.9063937071941077
420,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,08,2.9153474155182
421,20190822-co-culture,0500kT-0uM-np-XY01-1,No Peptide,0.000uM,00.50mT,r1,09,2.908052001753865
422,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,01,3.107107724338304
423,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,02,2.9459744810447543
424,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,03,2.9311474080059594
425,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,04,2.8316100543294564
426,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,05,2.892147216872893
427,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,06,2.839587753626748
428,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,07,2.8448591388446185
429,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,08,2.8398141507434214
430,20190822-co-culture,0500kT-0uM-np-XY02-2,No Peptide,0.000uM,00.50mT,r2,09,2.873074677981604
