,exp_grp,exp_name,exp_has_peptide,exp_sta_conc,exp_cell_count,exp_rep,xbin,value
431,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,00,3.211926214422525
432,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,01,3.1013261547315394
433,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,02,3.1393120742825507
434,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,03,3.1838210167987038
435,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,04,3.0497403739968334
436,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,05,3.0606503256855384
437,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,06,3.0439524480770275
438,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,07,3.0084107332014773
439,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,08,3.0612921202024284
440,20190822-co-culture,0500kT-0uM-np-XY03-3,No Peptide,0.000uM,00.50mT,r3,09,3.0247484893641183
441,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,00,4.0
442,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,01,3.7455208574719823
443,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,02,3.5792468940253532
444,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,03,3.5194911792470953
445,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,04,3.4504056680819253
446,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,05,3.424719385646464
447,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,06,3.241428504883374
448,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,07,3.3391527700447448
449,20190822-co-culture,0500kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,00.50mT,r1,08,3.5243801129956154
450,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,00,3.8210369190100653
451,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,01,3.3920439308998156
452,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,02,3.3949018648507243
453,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,03,3.4521860196853673
454,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,04,3.388583972996879
455,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,05,3.388484160537549
456,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,06,3.374409778073631
457,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,07,3.3768908621574023
458,20190822-co-culture,0500kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,00.50mT,r2,08,3.4879779916037377
459,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,01,3.712712103736833
460,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,02,3.6221142209270805
461,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,03,3.191751916006896
462,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,04,3.235939731697374
463,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,05,3.327591132888989
464,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,06,3.286615869757757
465,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,07,3.303775812479451
466,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,08,3.51578150065326
467,20190822-co-culture,0500kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,00.50mT,r3,09,3.509823799035372
468,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,00,3.4126526225243516
469,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,01,3.30358942583214
470,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,02,3.097558241485341
471,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,03,3.0921008452157657
472,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,04,3.0808712769557607
473,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,05,3.107350368767738
474,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,06,3.165897945185049
475,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,07,3.1874083099022545
476,20190822-co-culture,1000kT-0uM-np-XY01-1,No Peptide,0.000uM,01.00mT,r1,08,3.2831601611976033
477,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,01,3.285715687771247
478,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,02,3.1858116037504898
479,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,03,3.0152586872055545
480,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,04,3.1716588701405417
481,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,05,3.2032933451865024
482,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,06,3.220023367119774
483,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,07,3.191656223145837
484,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,08,3.2988160106796047
485,20190822-co-culture,1000kT-0uM-np-XY02-2,No Peptide,0.000uM,01.00mT,r2,09,2.9579789940197143
486,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,00,3.1651770282642078
487,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,01,3.3690528010587806
488,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,02,3.1360354935309056
489,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,03,2.9431186128992723
490,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,04,2.9715512619129
491,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,05,3.0633227258650555
492,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,06,2.9469791739060205
493,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,07,2.9432264882895707
494,20190822-co-culture,1000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,01.00mT,r1,08,2.846675211889177
495,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,01,3.2932819396116084
496,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,02,3.1137197951815936
497,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,03,2.900200217683025
498,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,04,3.0774318924268216
499,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,05,3.008673815505107
500,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,06,2.8592118611511723
501,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,07,2.8230586524852375
502,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,08,2.7737342293809104
503,20190822-co-culture,1000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,01.00mT,r2,09,2.7125670176785177
504,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,01,3.4774703256594046
505,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,02,3.422882435839868
506,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,03,3.2731183390775627
507,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,04,3.2030971752432853
508,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,05,3.249968078974818
509,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,06,3.202823230605419
510,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,07,3.261357267276087
511,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,08,3.3488527902555
512,20190822-co-culture,1000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,01.00mT,r3,09,3.377640885412527
513,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,00,3.3535717242639556
514,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,01,3.368392632575891
515,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,02,3.083864363064614
516,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,03,3.0305491851179256
517,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,04,2.9620082040271685
518,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,05,2.9658599730942945
519,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,06,2.9071410656645296
520,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,07,2.930839285534921
521,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,08,2.8810201000763915
522,20190822-co-culture,2000kT-0uM-np-XY01-1,No Peptide,0.000uM,02.00mT,r1,09,2.7850903791733765
523,20190822-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,08,3.472240900027285
524,20190822-co-culture,2000kT-0uM-np-XY02-2,No Peptide,0.000uM,02.00mT,r2,09,3.543834631327481
525,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,00,3.338389272521513
526,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,01,3.3857207533289655
527,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,02,3.2210960739005445
528,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,03,3.0515158387707726
529,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,04,3.1381631375353636
530,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,05,3.2039862304985625
531,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,06,3.2193369368952403
532,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,07,3.206075474299105
533,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,08,3.155908372402625
534,20190822-co-culture,2000kT-0uM-np-XY03-3,No Peptide,0.000uM,02.00mT,r3,09,3.2295326325431155
535,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,00,3.5327986403380853
536,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,01,3.5464073933641327
537,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,02,3.3771542965473316
538,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,03,3.322408292136589
539,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,04,3.358187662737291
540,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,05,3.370610399533134
541,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,06,3.4215582438663077
542,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,07,3.3754624418829304
543,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,08,3.493888867596212
544,20190822-co-culture,2000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,02.00mT,r1,09,3.8337778990512565
545,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,00,3.5814792548918346
546,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,01,3.63921560929863
547,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,02,3.434784730205954
548,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,03,3.427930571900193
549,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,04,3.32353321883677
550,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,05,3.4590202929400142
551,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,06,3.430593353279444
552,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,07,3.446072429072171
553,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,08,3.5233891864949793
554,20190822-co-culture,2000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,02.00mT,r2,09,3.588726774976812
555,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,01,3.864109582175798
556,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,02,3.6362720521526737
557,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,03,3.4362338589868355
558,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,04,3.5428687404884505
559,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,05,3.5482860668876075
560,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,06,3.6136814827370656
561,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,07,3.3825531162627773
562,20190822-co-culture,2000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,02.00mT,r3,08,3.381325169589143
563,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,00,3.5886975120627773
564,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,01,3.250571140951413
565,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,02,3.223962771317274
566,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,03,3.08177221167192
567,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,04,3.0522811141567185
568,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,05,2.975682119797895
569,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,06,3.0183624803389657
570,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,07,3.0758835583496786
571,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,08,3.064588130443514
572,20190822-co-culture,4000kT-0uM-np-XY01-1,No Peptide,0.000uM,04.00mT,r1,09,3.3985112287844794
573,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,00,3.6160747639705066
574,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,01,3.463934840728889
575,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,02,3.1531199092451754
576,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,03,3.078433684714348
577,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,04,3.1306716879909784
578,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,05,3.102567066915002
579,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,06,3.021587729389213
580,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,07,3.262418685045584
581,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,08,3.1374845875392374
582,20190822-co-culture,4000kT-0uM-np-XY02-2,No Peptide,0.000uM,04.00mT,r2,09,3.248388237839346
583,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,00,3.5172746611600347
584,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,01,3.4368084903940668
585,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,02,3.3787923704039713
586,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,03,3.3943949471125903
587,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,04,3.4326967658269627
588,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,05,3.1792802885572558
589,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,06,3.2813965690874807
590,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,07,3.2798244619180887
591,20190822-co-culture,4000kT-0uM-np-XY03-3,No Peptide,0.000uM,04.00mT,r3,08,3.4072404772468916
592,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,01,3.4611596913536693
593,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,02,3.377679459765696
594,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,03,3.2923257575446794
595,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,04,3.2171515850965036
596,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,05,3.266399879548836
597,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,06,3.2108982656259943
598,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,07,3.2431638330313737
599,20190822-co-culture,4000kT-0uM-wp-XY01-1,w/ Peptide,0.000uM,04.00mT,r1,08,3.41642470693717
600,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,00,3.8712321305847515
601,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,01,3.4716955942061474
602,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,02,3.3915378745764007
603,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,03,3.315668773812675
604,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,04,3.225693606761983
605,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,05,3.2860221906231817
606,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,06,3.3095994836905103
607,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,07,3.3919146811233567
608,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,08,3.419001550627801
609,20190822-co-culture,4000kT-0uM-wp-XY02-2,w/ Peptide,0.000uM,04.00mT,r2,09,3.662223066296775
610,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,00,3.780125879858423
611,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,01,3.73759816024809
612,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,02,3.562142631021251
613,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,03,3.4281012466182337
614,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,04,3.2748602668486924
615,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,05,3.3325535906088883
616,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,06,3.3381427802340866
617,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,07,3.3527186933828332
618,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,08,3.2849904633556055
619,20190822-co-culture,4000kT-0uM-wp-XY03-3,w/ Peptide,0.000uM,04.00mT,r3,09,3.3901941804349534
620,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,01,3.417264091738455
621,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,02,3.392192870180016
622,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,04,3.3249252667031777
623,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,05,3.4409683199357204
624,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,06,3.305910337393404
625,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,07,3.391759730494102
626,20190830-co-culture,0000kT-0uM-np-XY01-1,No Peptide,0.000uM,00.00mT,r1,08,3.3523653491473286
627,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,01,3.653538709848089
628,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,02,3.426082912920194
629,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,03,3.375360095734912
630,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,04,3.345924808159314
631,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,05,3.519747286904489
632,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,06,3.5581585629877366
633,20190830-co-culture,0000kT-0uM-np-XY02-2,No Peptide,0.000uM,00.00mT,r2,07,3.5334511483389726
634,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,00,3.7866712080949347
635,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,01,3.432567018861106
636,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,02,3.4230147402511673
637,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,03,3.3355285288892347
638,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,04,3.4341163910350767
639,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,05,3.426286032908914
640,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,06,3.432290541933438
641,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,07,3.503917543604145
642,20190830-co-culture,0000kT-0uM-np-XY03-3,No Peptide,0.000uM,00.00mT,r3,08,3.549845257223965
643,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,01,3.656168765571684
644,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,02,3.673108236177205
645,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,03,3.5889996663126156
646,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,04,3.647816218011723
647,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,05,3.6524728325566818
648,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,06,3.609758957126864
649,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,07,3.617956019042955
650,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,08,3.634078999054688
651,20190830-co-culture,0000kT-4uM-np-XY01-1,No Peptide,4.000uM,00.00mT,r1,09,4.0
652,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,01,3.4966516930540554
653,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,02,3.4663319555846
654,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,03,3.37336013846713
655,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,04,3.4643884496438666
656,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,05,3.605718920732593
657,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,06,3.381655498902989
658,20190830-co-culture,0000kT-4uM-np-XY02-2,No Peptide,4.000uM,00.00mT,r2,07,3.395630688045896
